省	市	区	地址
黑龙江省	齐齐哈尔市	糖厂职工医院	
农六师六运湖农场医院(兵团)			
黑龙江省	黑河市	嫩江县	多宝山铜矿职工医院
江苏省	宿迁市	第三医院	
江苏省	巨龙水泥集团有限公司职工医院		
江苏省	南通市	如皋市	城西医院
甘肃省	武威市	凉州区	红十字会针灸医院
河南省	平顶山市	煤业(集团)二矿医院	
山西省	朔州市	应县	同济医院
甘肃省	中医学院附属医院西固分院		
江苏省	连云港市	新浦区第三人民医院	
内蒙古自治区	呼伦贝尔市	扎兰屯市	监狱医院
河北省	承德市	平泉市	第二医院
黑龙江省	齐齐哈尔市	铁路车辆集团医院	
内蒙古自治区	赤峰市	喀喇沁旗	医院
江苏省	盐城市	射阳县	四明医院
山东省	济南市	康华医院经二路250号	
甘肃省	兰州市	机床厂职工医院	
河南省	濮阳市	第二人民医院	
陕西省	榆林市	神木市	大柳塔公安医院
吉林省	通化市	柳河县	中医医院
内蒙古自治区	锡林郭勒盟	正镶白旗	蒙医院
江苏省	苏州市	相城区	中医院
甘肃省	甘南藏族自治州	碌曲县	藏医院
内蒙古自治区	兴安盟	乌兰浩特市	中西医结合医院
河南省	平顶山市	飞行化工集团有限责任公司职工医院	
黑龙江省	齐齐哈尔市	长征医院	
新疆维吾尔自治区	博尔塔拉蒙古自治州	精河县	协和医院
山西省	朔州市	北星医院	
辽宁省	辽阳市	第八人民医院	
山东省	临沂市	兰山区	西部工业园医院
内蒙古自治区	赤峰市	阿鲁科尔沁旗	蒙医院
内蒙古自治区	呼伦贝尔市	阿里河林业局职工医院	
国药东风花果医院			
广东省	深圳市	宝安区	石岩人民医院
中国电子科技集团公司第十三研究所职工医院			
吉林省	吉林市	镍业集团有限责任公司职工医院	
云南省	红河哈尼族彝族自治州	个旧市	红河哈尼族彝族自治州滇南中心医院个旧市人民医院
北京市	北京市	宣武区白纸坊医院	
河北省	张家口市	怀来县	医院
重庆市	重庆市	康平医院	
广东省	广州市	中医药大学深圳医院	
陕西省	汉江职工医院		
黑龙江省	哈尔滨市	方正县	中医院
内蒙古自治区	鄂尔多斯市	杭锦旗	人民医院
四川省	成都市	四川志辉医院	
浙江省	中国人民武装警察部队浙江省总队医院		
江西省	南康市第一人民医院		
河北省	唐山市	乐亭县	中医医院
山东省	烟台市	龙口市	博爱医院
辽宁省	营口市	经济技术开发区第二人民医院	
四川省	泸州市	合江县	健欣医院
北大医疗潞安医院			
河南省	平顶山市	汝州市	第二人民医院
江西省	九江市	瑞昌市	铜业集团（瑞昌）医院
湖南省	衡阳市	第五医院	
重庆市	重庆市	协和医院	
山东省	青岛市	中西医结合医院	
山东省	青岛市	李沧区	黄海医院
山东省	烟台市	东方市	医院
辽宁省	大连市	瓦房店市	六二六中医医院有限公司
河南省	平顶山市	中国人民解放军联勤保障部队第九八九医院平顶山院区	
江苏省	盐城市	滨海新仁慈医院	
福建省	三明市	大田县	总医院南院区
广东省	深圳市	龙岗区	大鹏镇人民医院
湖北省	荆州市	石油四机场医院	
青海省	中医医院		
山东省	烟台市	芝罘区	幸福医院
山东省	东营市	河口同济医院	
安徽省	华泰医院		
香港特别行政区	香港特别行政区	南区	中国人民解放军空军第九八六医院南区
河南省	洛阳市	中国空空导弹研究所洛阳202医院	
重庆市	重庆市	六五二职工医院	
江西省	九江市	瑞昌市	中医医院
广西壮族自治区	柳州市	矿业建设公司职工医院	
陕西省	咸阳市	天王兴业集团有限公司职工医院	
中铁一局集团有限公司第四医院			
湖南省	株洲市	县中医院	
陕西省	西安市	凤城市	医院
山西省	运城市	新绛县	糖尿病专科医院
河南省	南阳市	南召县	第一人民医院
湖南省	郴州市	宜章县	中医医院
陕西省	榆林市	中医医院	
陕西省	榆林市	府谷县	人民医院
甘肃省	酒泉市	中医医院	
中国人民解放军171医院			
河北省	唐山市	滦州市	人民医院
河北省	北方学院附属第一医院		
山东省	中山市	东升医院	
湖南省	常德市	临澧县	中医院
河北省	石家庄市	井陉县	医院
吉林省	吉林市	丰满发电厂职工医院	
中国人民解放军第23医院			
新疆维吾尔自治区	生产建设兵团医院		
新疆维吾尔自治区	乌鲁木齐市	明德医院	
重庆市	重庆市	綦江区	中医院
江西省	萍乡市	安源区	人民医院
河南省	平顶山市	汝州市	糖尿病医院
河南省	郑州市	四棉有限责任公司职工医院	
河南省	安阳市	第六医院	
新疆维吾尔自治区	昌吉回族自治州	昌吉市	渡洲中医院
辽宁省	本溪市	本溪满族自治县	中医医院
广东省	东莞市	南方医科大学仁康医院	
江西省	南昌市	南昌县	人民医院
南海经济开发区人民医院小塘分院			
新疆维吾尔自治区	巴音郭楞蒙古自治州	库尔勒市	轮台县人民医院
新疆维吾尔自治区	巴音郭楞蒙古自治州	库尔勒市	生产建设兵团农二师库尔勒医院
福建省	龙岩市	漳平市	医院
江西省	上饶市	德兴市	铜业集团(德兴)医院
山东省	菏泽市	巨野县	人民医院
河南省	漯河市	医学高等专科学校第二附属医院	
吉林省	吉林市	船营区	二医院
广西壮族自治区	百色市	右江区	民族医学院附属医院
博尔塔拉蒙古自治州博冶医院			
浙江省	台州市	立医院	
安徽省	淮南市	矿业集团第二矿工医院	
华君医院			
胶南市中医医院			
北京市	北京市	中医医院延庆医院	
南部战区海军第一医院			
内蒙古自治区	武警内蒙古自治区总队医院		
广东省	人民医院平洲分院		
江苏省	南京市	江宁医院	
山东省	枣庄市	枣矿集团甘霖煤矿医院	
内蒙古自治区	乌海市	海勃湾区	中医院
广东省	广州市	花都区	狮岭镇医院
河北省	石家庄市	深泽县	医院
北京市	北京市	丰台区	卢沟桥医院
浙江省	丽水市	缙云县	人民医院
河南省	南阳市	豫西协和医院	
浙江省	绍兴市	绍兴市县马鞍镇人民医院	
山东省	东营市	胜利胜北医院	
河南省	郑州市	煤炭工业（集团）有限责任公司总医院	
江西省	抚州市	南丰县	人民医院
江西省	上饶市	上饶县	人民医院
辽宁省	沈阳市	经济技术开发区人民医院	
山东省	威海市	文登市立医院	
广西壮族自治区	玉林市	中医医院	
内蒙古自治区	巴彦淖尔市	杭锦后旗	人民医院
浙江省	绍兴市	文理学院附属医院	
浙江省	金华市	东阳市	中医院
吉林省	通化市	人民医院	
中国人民解放军203医院			
黑龙江省	哈尔滨市	五常市	中医院
黑龙江省	哈尔滨市	双城市英华医院	
四川省	德阳市	第四人民医院	
江苏省	南通市	通州区	第五人民医院
江苏省	南通市	启东市	人民医院
黑龙江省	哈尔滨市	呼兰区	中医医院
山东省	青岛市	胶州市	第三人民医院
山东省	枣庄市	滕州市	中医医院
河南省	郑州市	大学附属郑州中心医院	
河南省	洛阳市	孟津县	人民医院
山东省	东营市	利津县	中心医院
山东省	潍坊市	临朐县	中医院
江苏省	泰州市	泰兴市	人民医院
山东省	济宁市	第四人民医院	
湖北省	武汉市	理工大学医院	
云南省	昆明市	安宁市	中医医院
云南省	昆明市	宜良县	红十字会医院
云南省	楚雄彝族自治州	州人民医院	
中国兵器工业521医院			
浙江省	杭州市	桐庐县	中医院
山东省	威海市	乳山市	人民医院
中国人民解放军中部战区总医院			
湖北省	襄阳市	樊城区	航空工业襄樊医院
湖北省	黄冈市	中医医院	
中国人民解放军第518医院			
山东省	菏泽市	单县	东大医院
山东省	菏泽市	立医院	
广东省	广州市	医科大学附属第三医院荔湾医院	
陕西省	渭南市	富平县	县医院
陕西省	汉中市	城固县	中医医院
山西省	中医研究所附属医院		
山西省	焦煤西山煤电集团公司职工总医院白家庄分院		
中国人民解放军陆军第七十四集团军医院			
广东省	广州市	越秀区	中医杂病医院
黑龙江省	哈尔滨市	铁路局第二医院	
黑龙江省	中医院		
黑龙江省	农垦总局七星泡农场职工医院		
浙江省	温州市	第七人民医院	
浙江省	温州市	苍南县	中医医院
山西省	大同市	矿区	中医医院
山西省	大同市	糖尿病医院	
广东省	江门市	人民医院	
黑龙江省	齐齐哈尔市	医学院附属第二医院	
黑龙江省	鸡西市	密山市	中医医院
河南省	郑州市	新华医院	
黑龙江省	大庆市	肇源县	人民医院
黑龙江省	大庆市	龙南医院	
浙江省	绍兴市	嵊州市	中医院
浙江省	绍兴市	第二医院	
横店文荣医院			
浙江省	金华市	永康市	第五人民医院
浙江省	台州市	玉环市	中医院
浙江省	台州市	玉环市	人民医院
广东省	揭阳市	人民医院	
海南省	医学院第一附属医院		
重庆市	重庆市	九龙坡区	中医院
河南省	郑州市	白鸽集团郑州二砂实业有限公司医院	
黑龙江省	黑河市	北安市	第一人民医院
中国电子科技集团公司第28研究所职工医院			
浙江省	台州市	仙居县	人民医院
交通厅医院			
安徽省	黄山市	第二人民医院(黄山路院区)	
内蒙古自治区	通辽市	奈曼旗	人民医院
内蒙古自治区	兴安盟	科尔沁右翼中旗	蒙医医院
重庆市	重庆市	邮电学院医院	
铜梁县人民医院			
四川省	成都市	军区联勤部机关医院	
江苏省	南京市	第一医院河西分院	
江苏省	南京市	武警南京医院	
江苏省	南京市	河海大学医院	
江苏省	南京市	中国南车集团南京浦镇车辆厂医院	
安徽省	淮南市	东方市	医院集团总医院
辽宁省	第三人民医院		
辽宁省	沈阳市	公安医院	
四川省	成都市	前锋医院	
四川省	交通运输厅公路局医院		
江苏省	苏州市	工业园区星浦医院	
江苏省	无锡市	锡山人民医院分院	
安徽省	黄山市	祁门县	人民医院
中国人民解放军705医院			
四川省	成都市	博爱医院	
山东省	潍坊市	诸城市	同济医院
四川省	岷江局职工医院		
江苏省	无锡市	二泉医院	
福建省	厦门市	大学附属福州市第二医院	
福建省	福能集团总医院		
辽宁省	抚顺市	中医院	
四川省	成都市	成都市恒博医院	
四川省	成都市	电子科技大学医院	
四川省	成都市	科创医院	
福建省	厦门市	同安中医院	
福建省	厦门市	福利中心松柏医院	
福建省	漳州市	龙海市	第一医院
福建省	南平市	邵武市	立医院
辽宁省	本溪市	钢铁(集团)有限责任公司南地医院	
辽宁省	阜新市	中医院	
江苏省	苏州市	张家港市	第二人民医院
江苏省	苏州市	张家港市	香山医院
江苏省	苏州市	工业园区娄葑医院斜塘分院	
河北省	承德市	兴隆县	兖矿集团公司兴隆县庄煤矿医院
三二〇一医院			
农七师一三零团医院			
河北省	天津市	天润医院	
云南省	昆明市	医科大学校医院	
江西省	惠民医院		
江苏省	连云港市	东海利民医院	
北京市	北京市	首都医科大学附属北京世纪坛医院（国家铁路局医务室）	
福建省	莆田市	中医院	
广东省	佛山市	南海区	狮山镇官窑医院
山东省	济南市	重工股份有限公司职工医院	
四川省	巴中市	巴州区	第三人民医院
黑龙江省	鸡西市	电力医院	
江西省	上饶市	鄱阳县	中医院
湖南省	怀化市	洪江市	人民医院黔城医院
河北省	唐山市	遵化市	新店子医院
福建省	福州市	连江县	济雅医院
陕西省	宝鸡市	金台区	中医医院
鄂温克旗红花尔基林业局职工医院			
河南省	向东机械厂职工医院		
浙江省	衢州市	空军医院	
内蒙古自治区	赤峰市	上京内分泌专科医院	
云南省	思茅地区人民医院		
山西省	临汾市	霍州市	济仁堂医院
陕西省	西安市	临潼开发区博仁医院	
山东省	菏泽市	曹县	中医医院
内蒙古自治区	赤峰市	阿鲁科尔沁旗	中医院
